,accuracy,precision_score_micro,precision_score_macro,recall_score_micro,recall_score_macro,f1_score_micro,f1_score_macro,execution_time
0,0.9265175718849841,0.9265175718849841,0.6046550671550671,0.9265175718849841,0.6430379307953679,0.9265175718849841,0.622527358823601,186.1737289428711
1,0.9361022364217252,0.9361022364217252,0.6094627594627594,0.9361022364217252,0.6467620429884581,0.9361022364217252,0.6265306122448979,185.41092538833618
2,0.952076677316294,0.952076677316294,0.6240998997356667,0.952076677316294,0.6407810643286123,0.952076677316294,0.631743171508918,185.40623903274536
3,0.9073482428115016,0.9073482428115016,0.5853068384599099,0.9073482428115016,0.6282593375616631,0.9073482428115016,0.6038857421280225,184.870591878891
4,0.9265175718849841,0.9265175718849841,0.9473199907982517,0.9265175718849841,0.6613895363895365,0.9265175718849841,0.6779274223718668,181.06345057487488
5,0.9488817891373802,0.9488817891373802,0.616243148978575,0.9488817891373802,0.6483419144106737,0.9488817891373802,0.6314478273411481,181.2714762687683
6,0.9329073482428115,0.9329073482428115,0.6090203655993129,0.9329073482428115,0.6533935849725324,0.9329073482428115,0.6296058797415282,181.15155172348022
7,0.9456869009584664,0.9456869009584664,0.6218003480461952,0.9456869009584664,0.642456211537161,0.9456869009584664,0.6319016148215358,190.99443984031677
8,0.9424920127795527,0.9424920127795527,0.619664159258415,0.9424920127795527,0.6516316073354909,0.9424920127795527,0.6347368547217528,190.946387052536
9,0.9265175718849841,0.9265175718849841,0.5985998193315266,0.9265175718849841,0.6495327102803738,0.9265175718849841,0.6204271464414662,193.4050488471985
